company_name;company_address;company_socials;company_contacts;company_urlPAN Personalvermittlung & Beratung;;https://www.facebook.com/PANBeratung,#,https://twitter.com/PANBeratung,#;"+49 (0) 30 / 52 68 59 21,https://www.pan-beratung.de,document.writeln('<a href=""mailto:info'+'@'+'pan-beratung.de"">info'+'@'+'pan-beratung.de</a>');,,";
expertum Holding GmbH;;https://www.facebook.com/expertumgruppe|#|#|#;"040 226 30 01 - 30|https://expertum-gruppe.de|document.writeln('<a href=""mailto:info'+'@'+'expertum-gruppe.de"">info'+'@'+'expertum-gruppe.de</a>');||||";
MIGAVIS International;;#|#|#|#;"+49 (030) 258 188 85|http://www.migavis.de|document.writeln('<a href=""mailto:kontakt'+'@'+'migavis.de"">kontakt'+'@'+'migavis.de</a>');||";
Modis GmbH;;#|#|#|#;https://www.modis.de||||;
Modis GmbH;;#|#|#|#;https://www.modis.de||||;
Modis GmbH;;#|#|#|#;https://www.modis.de||||;
Modis GmbH;;#|#|#|#;https://www.modis.de||||;
Modis GmbH;;#|#|#|#;https://www.modis.de||||;
Modis GmbH;;#|#|#|#;https://www.modis.de||||;
Modis GmbH;;#|#|#|#;https://www.modis.de||||;
BBRecruiting Personalberatung;;https://www.facebook.com/BBRecruitingPersonalberatung/|#|https://twitter.com/bbrecruitingdus|#;"+49 211 248 593 16|https://www.bbrecruiting.de|document.writeln('<a href=""mailto:bruns'+'@'+'bbrecruiting.de"">bruns'+'@'+'bbrecruiting.de</a>');|";
Greifenberg Personalberatung & Recruitment;;https://www.facebook.com/greifenberg.de/|#|https://twitter.com/greifenbergjobs|#;"+49 (0) 89 / 9390 990-55|http://greifenberg.de|document.writeln('<a href=""mailto:info'+'@'+'greifenberg.de"">info'+'@'+'greifenberg.de</a>');||||";
Löser Personalberatung;;https://www.facebook.com/Löser-Personalberatung-321826107876163|#|#|#;"+49 30 2062 4008|https://www.loeser-personalberatung.de|document.writeln('<a href=""mailto: kontakt'+'@'+'loeser-personalberatung.de""> kontakt'+'@'+'loeser-personalberatung.de</a>');|";
SKILLs HR Experts GmbH;;#|#|#|#;"+49 (0)40|226 385 30|https://www.skills-experts.de/|document.writeln('<a href=""mailto:kontakt'+'@'+'skills-experts.de"">kontakt'+'@'+'skills-experts.de</a>');||||";
Maximum Personalmanagement;;#|#|#|#;"0511 544 888 30|https://www.maximumpersonal.de|document.writeln('<a href=""mailto:info'+'@'+'maximumpersonal.de"">info'+'@'+'maximumpersonal.de</a>');|";
ageneo Life Science Experts GmbH;;https://www.facebook.com/pages/ageneo-Life-Science-Experts-GmbH/157210421019010|https://www.instagram.com/ageneo_life_science_experts/|https://twitter.com/ageneo|#;"+49 (0)89 7263210 00|http://www.ageneo.de/|document.writeln('<a href=""mailto:info'+'@'+'ageneo.de"">info'+'@'+'ageneo.de</a>');||||";
ageneo Life Science Experts GmbH;;https://www.facebook.com/pages/ageneo-Life-Science-Experts-GmbH/157210421019010|https://www.instagram.com/ageneo_life_science_experts/|https://twitter.com/ageneo|#;"+49 (0)89 7263210 00|http://www.ageneo.de/|document.writeln('<a href=""mailto:info'+'@'+'ageneo.de"">info'+'@'+'ageneo.de</a>');||||";
ageneo Life Science Experts GmbH;;https://www.facebook.com/pages/ageneo-Life-Science-Experts-GmbH/157210421019010|https://www.instagram.com/ageneo_life_science_experts/|https://twitter.com/ageneo|#;"+49 (0)89 7263210 00|http://www.ageneo.de/|document.writeln('<a href=""mailto:info'+'@'+'ageneo.de"">info'+'@'+'ageneo.de</a>');||||";
Constares GmbH;;#|#|#|#;"089-125039830|http://www.constares.de|document.writeln('<a href=""mailto:info'+'@'+'constares.de"">info'+'@'+'constares.de</a>');||||";
Kooku Recruiting Partners Berlin;;https://www.facebook.com/KookuRecruitingPartners|https://www.instagram.com/kookurecruitingpartners|#|https://plus.google.com/+KookuKonsultPersonalberatungBerlin;"+49 30 994043660|www.kooku.de|document.writeln('<a href=""mailto:kontakt'+'@'+'kooku.de"">kontakt'+'@'+'kooku.de</a>');||";
Kooku Recruiting Partners Berlin;;https://www.facebook.com/KookuRecruitingPartners|https://www.instagram.com/kookurecruitingpartners|#|https://plus.google.com/+KookuKonsultPersonalberatungBerlin;"+49 30 994043660|www.kooku.de|document.writeln('<a href=""mailto:kontakt'+'@'+'kooku.de"">kontakt'+'@'+'kooku.de</a>');||";
pbb Buddensiek GmbH;;https://www.facebook.com/pbbBuddensiek/|#|#|#;"+49 6171 / 88 76 89 - 0|https://www.pbb-personal.de|document.writeln('<a href=""mailto:frankfurt'+'@'+'pbb-personal.de"">frankfurt'+'@'+'pbb-personal.de</a>');||||";
Ulrike Michels Beratung;;#|#|#|#;"069-955 20 842|http://www.michels-personalsuche.de|document.writeln('<a href=""mailto:info'+'@'+'michels-personalsuche.de"">info'+'@'+'michels-personalsuche.de</a>');|";
expertum Holding GmbH;;https://www.facebook.com/expertumgruppe|#|#|#;"040 226 30 01 - 30|https://expertum-gruppe.de|document.writeln('<a href=""mailto:info'+'@'+'expertum-gruppe.de"">info'+'@'+'expertum-gruppe.de</a>');||||";
expertum Holding GmbH;;https://www.facebook.com/expertumgruppe|#|#|#;"040 226 30 01 - 30|https://expertum-gruppe.de|document.writeln('<a href=""mailto:info'+'@'+'expertum-gruppe.de"">info'+'@'+'expertum-gruppe.de</a>');||||";
expertum Holding GmbH;;https://www.facebook.com/expertumgruppe|#|#|#;"040 226 30 01 - 30|https://expertum-gruppe.de|document.writeln('<a href=""mailto:info'+'@'+'expertum-gruppe.de"">info'+'@'+'expertum-gruppe.de</a>');||||";
PERSONALMENSCH E.K.;;https://www.facebook.com/PersonalMensch|#|#|#;"05204/995 889|http://www.personalmensch.de|document.writeln('<a href=""mailto:info'+'@'+'personalmensch.de"">info'+'@'+'personalmensch.de</a>');|";
PMC International AG;;#|#|#|#;"06102 / 55 99 0|http://www.pmci.de|document.writeln('<a href=""mailto:frankfurt'+'@'+'pmci.de"">frankfurt'+'@'+'pmci.de</a>');||||";
PMC International AG;;#|#|#|#;"06102 / 55 99 0|http://www.pmci.de|document.writeln('<a href=""mailto:frankfurt'+'@'+'pmci.de"">frankfurt'+'@'+'pmci.de</a>');||||";
PMC International AG;;#|#|#|#;"06102 / 55 99 0|http://www.pmci.de|document.writeln('<a href=""mailto:frankfurt'+'@'+'pmci.de"">frankfurt'+'@'+'pmci.de</a>');||||";
eSAR GmbH;;https://www.facebook.com/esar.gmbh|#|https://twitter.com/eSAR_GmbH|#;"+49 89 7167 239 - 00|http://esar-gmbh.de|document.writeln('<a href=""mailto:info'+'@'+'esar-gmbh.de"">info'+'@'+'esar-gmbh.de</a>');||||";
eSAR GmbH;;https://www.facebook.com/esar.gmbh|#|https://twitter.com/eSAR_GmbH|#;"+49 89 7167 239 - 00|http://esar-gmbh.de|document.writeln('<a href=""mailto:info'+'@'+'esar-gmbh.de"">info'+'@'+'esar-gmbh.de</a>');||||";
eSAR GmbH;;https://www.facebook.com/esar.gmbh|#|https://twitter.com/eSAR_GmbH|#;"+49 89 7167 239 - 00|http://esar-gmbh.de|document.writeln('<a href=""mailto:info'+'@'+'esar-gmbh.de"">info'+'@'+'esar-gmbh.de</a>');||||";
eSAR GmbH;;https://www.facebook.com/esar.gmbh|#|https://twitter.com/eSAR_GmbH|#;"+49 89 7167 239 - 00|http://esar-gmbh.de|document.writeln('<a href=""mailto:info'+'@'+'esar-gmbh.de"">info'+'@'+'esar-gmbh.de</a>');||||";
Constares GmbH;;#|#|#|#;"089-125039830|http://www.constares.de|document.writeln('<a href=""mailto:info'+'@'+'constares.de"">info'+'@'+'constares.de</a>');||||";
Constares GmbH;;#|#|#|#;"089-125039830|http://www.constares.de|document.writeln('<a href=""mailto:info'+'@'+'constares.de"">info'+'@'+'constares.de</a>');||||";
eSAR GmbH;;https://www.facebook.com/esar.gmbh|#|https://twitter.com/eSAR_GmbH|#;"+49 89 7167 239 - 00|http://esar-gmbh.de|document.writeln('<a href=""mailto:info'+'@'+'esar-gmbh.de"">info'+'@'+'esar-gmbh.de</a>');||||";
Constares GmbH;;#|#|#|#;"089-125039830|http://www.constares.de|document.writeln('<a href=""mailto:info'+'@'+'constares.de"">info'+'@'+'constares.de</a>');||||";
INDIE Solutions GmbH;;https://www.facebook.com/SolutionsIndie|https://www.instagram.com/indie.solutions|https://twitter.com/SolutionsIndie|#;"0391/24274612|www.indie-solutions.de|document.writeln('<a href=""mailto:info'+'@'+'indie-solutions.de"">info'+'@'+'indie-solutions.de</a>');||||";
INDIE Solutions GmbH;;https://www.facebook.com/SolutionsIndie|https://www.instagram.com/indie.solutions|https://twitter.com/SolutionsIndie|#;"0391/24274612|www.indie-solutions.de|document.writeln('<a href=""mailto:info'+'@'+'indie-solutions.de"">info'+'@'+'indie-solutions.de</a>');||||";
ABALON Recruitment GmbH;;https://www.facebook.com/Abalongroup|https://www.instagram.com/abalon_group/|https://twitter.com/ABALON_IT|#;"089 - 12 50 34 60|https://www.headhunter-it.com|document.writeln('<a href=""mailto:info'+'@'+'abalongroup.de"">info'+'@'+'abalongroup.de</a>');||||";
eSAR GmbH;;https://www.facebook.com/esar.gmbh|#|https://twitter.com/eSAR_GmbH|#;"+49 89 7167 239 - 00|http://esar-gmbh.de|document.writeln('<a href=""mailto:info'+'@'+'esar-gmbh.de"">info'+'@'+'esar-gmbh.de</a>');||||";
expertum Holding GmbH;;https://www.facebook.com/expertumgruppe|#|#|#;"040 226 30 01 - 30|https://expertum-gruppe.de|document.writeln('<a href=""mailto:info'+'@'+'expertum-gruppe.de"">info'+'@'+'expertum-gruppe.de</a>');||||";
BaronGeisler Management GmbH;;https://www.facebook.com/pages/Baron-Geisler-Management-GmbH/143711915700574|#|#|#;"+49 (0)351 89964339|http://www.barongeisler.de|document.writeln('<a href=""mailto:anke.baron'+'@'+'barongeisler.de"">anke.baron'+'@'+'barongeisler.de</a>');|";
Evolution Personalvermittlungsgesellschaft mbH;;https://www.facebook.com/evolutionjobs|https://www.instagram.com/evolutionjobs/?hl=de|#|#;"+49 (0) 391 / 244 52 90|https://www.evolutionjobs.com|document.writeln('<a href=""mailto:info'+'@'+'evolutionjobs.de"">info'+'@'+'evolutionjobs.de</a>');||||";
Evolution Personalvermittlungsgesellschaft mbH;;https://www.facebook.com/evolutionjobs|https://www.instagram.com/evolutionjobs/?hl=de|#|#;"+49 (0) 391 / 244 52 90|https://www.evolutionjobs.com|document.writeln('<a href=""mailto:info'+'@'+'evolutionjobs.de"">info'+'@'+'evolutionjobs.de</a>');||||";
Gulp GmbH;;https://web.facebook.com/GULP.Jobs/?_rdc=1&_rdr|https://www.instagram.com/gulp_karriere/|https://twitter.com/GULP_News|https://plus.google.com/+gulpde;"+49 89 500316-999|https://www.gulp.de|document.writeln('<a href=""mailto:info'+'@'+'gulp.de"">info'+'@'+'gulp.de</a>');||||";
eSAR GmbH;;https://www.facebook.com/esar.gmbh|#|https://twitter.com/eSAR_GmbH|#;"+49 89 7167 239 - 00|http://esar-gmbh.de|document.writeln('<a href=""mailto:info'+'@'+'esar-gmbh.de"">info'+'@'+'esar-gmbh.de</a>');||||";
PERM4 | Permanent Recruiting GmbH;;https://www.facebook.com/perm4/|#|https://twitter.com/PERM4_Karrieren|#;"+49 30 333063 100|https://www.perm4.com|document.writeln('<a href=""mailto:kontakt'+'@'+'perm4.com"">kontakt'+'@'+'perm4.com</a>');||||";
connectheads GmbH;;https://www.facebook.com/connectheads.gmbh|#|https://twitter.com/connectheads|#;"02065/9179593|https://www.connectheads-gmbh.de|document.writeln('<a href=""mailto:info'+'@'+'connectheads-gmbh.de"">info'+'@'+'connectheads-gmbh.de</a>');||";
Call Personalberatung;;#|#|#|#;"+49 (0) 2472 9975388|http://www.call-personalberatung.com|document.writeln('<a href=""mailto: info'+'@'+'c-pb.de""> info'+'@'+'c-pb.de</a>');|";
Easy Consult Personaldienstleistungen;;https://www.facebook.com/easyconsultde|https://www.instagram.com/easyconsultde/|https://twitter.com/easy_consult_de|https://plus.google.com/u/0/109238770901511226982;"+49 69 872 078 70|https://easyconsultde.com|document.writeln('<a href=""mailto:info'+'@'+'easyconsultde.com "">info'+'@'+'easyconsultde.com </a>');||||";
DAHMEN Personalservice GmbH;;https://www.facebook.com/dahmenpersonalservice/?ref=hl|#|https://twitter.com/DahmenPersonal|#;"+49 (0) 211 87 66 78 – 0|http://dahmen-personal.de|document.writeln('<a href=""mailto:kontakt'+'@'+'dahmen-personal.de"">kontakt'+'@'+'dahmen-personal.de</a>');|||";
connectheads GmbH;;https://www.facebook.com/connectheads.gmbh|#|https://twitter.com/connectheads|#;"02065/9179593|https://www.connectheads-gmbh.de|document.writeln('<a href=""mailto:info'+'@'+'connectheads-gmbh.de"">info'+'@'+'connectheads-gmbh.de</a>');||";
